/home/afonso/car-behavioral-cloning/data/IMG/center_2017_07_19_22_48_56_571.jpg,/home/afonso/car-behavioral-cloning/data/IMG/left_2017_07_19_22_48_56_571.jpg,/home/afonso/car-behavioral-cloning/data/IMG/right_2017_07_19_22_48_56_571.jpg,0,0,0,0.7785974
/home/afonso/car-behavioral-cloning/data/IMG/center_2017_07_19_22_48_56_641.jpg,/home/afonso/car-behavioral-cloning/data/IMG/left_2017_07_19_22_48_56_641.jpg,/home/afonso/car-behavioral-cloning/data/IMG/right_2017_07_19_22_48_56_641.jpg,0,0,0,0.7723488
/home/afonso/car-behavioral-cloning/data/IMG/center_2017_07_19_22_48_56_715.jpg,/home/afonso/car-behavioral-cloning/data/IMG/left_2017_07_19_22_48_56_715.jpg,/home/afonso/car-behavioral-cloning/data/IMG/right_2017_07_19_22_48_56_715.jpg,0,0,0,0.7676951
/home/afonso/car-behavioral-cloning/data/IMG/center_2017_07_19_22_48_56_790.jpg,/home/afonso/car-behavioral-cloning/data/IMG/left_2017_07_19_22_48_56_790.jpg,/home/afonso/car-behavioral-cloning/data/IMG/right_2017_07_19_22_48_56_790.jpg,0,0,0,0.7615338
/home/afonso/car-behavioral-cloning/data/IMG/center_2017_07_19_22_48_56_864.jpg,/home/afonso/car-behavioral-cloning/data/IMG/left_2017_07_19_22_48_56_864.jpg,/home/afonso/car-behavioral-cloning/data/IMG/right_2017_07_19_22_48_56_864.jpg,0,0,0,0.7554221
/home/afonso/car-behavioral-cloning/data/IMG/center_2017_07_19_22_48_56_933.jpg,/home/afonso/car-behavioral-cloning/data/IMG/left_2017_07_19_22_48_56_933.jpg,/home/afonso/car-behavioral-cloning/data/IMG/right_2017_07_19_22_48_56_933.jpg,0,0,0,0.7508705
/home/afonso/car-behavioral-cloning/data/IMG/center_2017_07_19_22_48_57_007.jpg,/home/afonso/car-behavioral-cloning/data/IMG/left_2017_07_19_22_48_57_007.jpg,/home/afonso/car-behavioral-cloning/data/IMG/right_2017_07_19_22_48_57_007.jpg,0,0.1153799,0,0.8135725
/home/afonso/car-behavioral-cloning/data/IMG/center_2017_07_19_22_48_57_080.jpg,/home/afonso/car-behavioral-cloning/data/IMG/left_2017_07_19_22_48_57_080.jpg,/home/afonso/car-behavioral-cloning/data/IMG/right_2017_07_19_22_48_57_080.jpg,0,0.3346871,0,1.032516
/home/afonso/car-behavioral-cloning/data/IMG/center_2017_07_19_22_48_57_153.jpg,/home/afonso/car-behavioral-cloning/data/IMG/left_2017_07_19_22_48_57_153.jpg,/home/afonso/car-behavioral-cloning/data/IMG/right_2017_07_19_22_48_57_153.jpg,-0.1,0.5320439,0,1.312656
/home/afonso/car-behavioral-cloning/data/IMG/center_2017_07_19_22_48_57_227.jpg,/home/afonso/car-behavioral-cloning/data/IMG/left_2017_07_19_22_48_57_227.jpg,/home/afonso/car-behavioral-cloning/data/IMG/right_2017_07_19_22_48_57_227.jpg,-0.3,0.7526298,0,1.96821
/home/afonso/car-behavioral-cloning/data/IMG/center_2017_07_19_22_48_57_297.jpg,/home/afonso/car-behavioral-cloning/data/IMG/left_2017_07_19_22_48_57_297.jpg,/home/afonso/car-behavioral-cloning/data/IMG/right_2017_07_19_22_48_57_297.jpg,-0.45,0.935609,0,2.588376
/home/afonso/car-behavioral-cloning/data/IMG/center_2017_07_19_22_48_57_368.jpg,/home/afonso/car-behavioral-cloning/data/IMG/left_2017_07_19_22_48_57_368.jpg,/home/afonso/car-behavioral-cloning/data/IMG/right_2017_07_19_22_48_57_368.jpg,0,1,0,3.524772
